credit.policy,purpose,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid
0.00,debt_consolidation,0.1786,432.99,10.60,12.83,652.00,2878.96,4157.00,96.70,12.00,0.00,1.00,1.00
0.00,all_other,0.1122,173.25,11.16,25.78,722.00,4080.00,17844.00,31.10,0.00,0.00,0.00,0.00
0.00,debt_consolidation,0.1786,158.77,11.74,25.77,662.00,7979.96,68438.00,96.20,0.00,1.00,1.00,0.00
0.00,debt_consolidation,0.1375,204.34,9.90,8.40,652.00,543.96,1421.00,71.70,3.00,0.00,0.00,0.00
0.00,all_other,0.0870,158.31,10.24,1.80,722.00,900.00,827.00,51.70,2.00,0.00,0.00,1.00
0.00,all_other,0.1467,316.58,10.49,0.33,692.00,360.00,136.00,1.10,8.00,0.00,0.00,1.00
0.00,all_other,0.1659,510.47,11.03,24.45,662.00,1260.00,15783.00,74.50,4.00,0.00,0.00,0.00
0.00,all_other,0.1501,145.62,11.08,10.69,647.00,2969.00,3028.00,9.80,10.00,1.00,0.00,0.00
0.00,debt_consolidation,0.1501,332.84,11.41,15.33,652.00,6418.96,22158.00,80.70,10.00,2.00,1.00,0.00
0.00,all_other,0.1280,278.03,10.97,7.99,667.00,6210.00,2303.00,32.90,4.00,2.00,0.00,0.00
0.00,credit_card,0.1375,102.17,10.51,23.61,672.00,1049.96,15123.00,54.40,2.00,0.00,0.00,0.00
0.00,small_business,0.1754,290.97,10.90,9.98,642.00,3450.00,18865.00,60.80,0.00,0.00,0.00,1.00
0.00,debt_consolidation,0.1375,170.29,9.90,0.60,642.00,1289.96,77.00,11.00,18.00,1.00,0.00,0.00
0.00,credit_card,0.1312,118.14,10.46,3.94,647.00,1739.96,2680.00,57.00,0.00,2.00,0.00,0.00
0.00,educational,0.1059,162.73,10.31,1.80,682.00,420.00,829.00,21.80,2.00,0.00,0.00,0.00
0.00,debt_consolidation,0.1596,298.67,10.28,11.42,667.00,4050.00,3879.00,71.80,8.00,0.00,1.00,1.00
0.00,debt_consolidation,0.1438,359.95,10.97,4.26,647.00,2009.96,14000.00,55.80,12.00,0.00,0.00,0.00
0.00,debt_consolidation,0.1754,376.29,10.34,22.37,642.00,4470.00,10713.00,82.40,4.00,0.00,0.00,1.00
0.00,educational,0.1059,265.25,11.86,6.70,687.00,6359.00,7260.00,41.70,8.00,0.00,0.00,0.00
0.00,small_business,0.1533,870.68,12.01,13.35,687.00,6659.00,18538.00,47.30,8.00,1.00,1.00,1.00
0.00,all_other,0.1407,205.27,10.49,0.00,647.00,5879.00,0.00,0.00,0.00,2.00,0.00,1.00
0.00,debt_consolidation,0.1438,149.48,9.85,13.45,642.00,1139.00,2422.00,105.30,3.00,0.00,0.00,0.00
0.00,all_other,0.1312,168.76,9.73,5.36,652.00,299.96,2486.00,82.90,0.00,0.00,0.00,1.00
0.00,all_other,0.0901,15.91,7.60,0.00,702.00,238.96,0.00,0.00,6.00,0.00,0.00,1.00
0.00,all_other,0.1280,334.30,10.20,1.42,667.00,299.96,938.00,47.60,4.00,0.00,0.00,0.00
0.00,debt_consolidation,0.1154,131.99,9.83,1.30,667.00,2910.00,258.00,86.00,2.00,0.00,0.00,1.00
0.00,small_business,0.1438,768.01,12.30,14.50,692.00,7387.00,81330.00,77.50,4.00,0.00,0.00,0.00
0.00,credit_card,0.1628,423.55,10.78,11.53,652.00,900.00,11134.00,77.50,6.00,0.00,0.00,1.00
0.00,debt_consolidation,0.1028,259.20,9.83,6.97,697.00,629.96,4380.00,49.20,0.00,0.00,0.00,0.00
0.00,all_other,0.1122,131.38,9.57,1.67,672.00,1289.96,74.00,37.00,4.00,0.00,0.00,0.00
0.00,credit_card,0.1312,168.76,10.64,2.48,652.00,7528.96,2636.00,32.90,1.00,0.00,0.00,0.00
0.00,debt_consolidation,0.1438,359.95,11.23,13.07,657.00,2429.96,22764.00,39.70,1.00,0.00,0.00,0.00
0.00,debt_consolidation,0.1312,230.36,11.42,9.63,692.00,2489.96,5537.00,79.10,6.00,0.00,0.00,0.00
0.00,small_business,0.1154,659.91,13.33,2.33,692.00,4005.96,0.00,0.00,5.00,0.00,0.00,1.00
0.00,home_improvement,0.1028,294.83,10.43,10.66,687.00,599.96,1521.00,27.70,12.00,0.00,0.00,1.00
0.00,debt_consolidation,0.1217,199.78,10.31,2.20,662.00,658.96,2468.00,79.60,1.00,0.00,0.00,0.00
0.00,debt_consolidation,0.1122,131.38,10.40,15.27,672.00,2700.00,3323.00,32.60,4.00,0.00,0.00,0.00
0.00,debt_consolidation,0.1438,123.71,10.36,18.51,642.00,3390.00,869.00,96.60,2.00,0.00,0.00,0.00
0.00,home_improvement,0.0964,320.99,10.00,18.55,722.00,540.00,63.00,4.20,2.00,0.00,0.00,0.00
0.00,debt_consolidation,0.1628,99.71,11.00,4.22,622.00,479.00,2581.00,64.50,10.00,0.00,0.00,0.00
0.00,debt_consolidation,0.1186,23.21,10.06,11.33,657.00,2879.96,4479.00,101.80,1.00,0.00,0.00,1.00
0.00,educational,0.1217,299.67,10.00,3.27,667.00,708.96,0.00,0.00,1.00,0.00,0.00,0.00
0.00,small_business,0.1501,346.71,10.34,23.34,667.00,2190.00,3283.00,63.10,7.00,0.00,0.00,0.00
0.00,debt_consolidation,0.1754,500.22,10.71,23.65,652.00,2670.00,81695.00,92.90,0.00,0.00,0.00,0.00
0.00,educational,0.1407,171.06,9.47,13.38,642.00,810.00,5908.00,34.80,2.00,0.00,0.00,0.00
0.00,debt_consolidation,0.1754,705.87,10.71,25.63,667.00,2670.00,35460.00,86.70,19.00,0.00,0.00,0.00
0.00,small_business,0.1249,836.23,11.31,15.13,702.00,11430.00,43302.00,53.80,4.00,0.00,0.00,1.00
0.00,small_business,0.1596,878.44,11.56,26.55,707.00,6630.00,78203.00,90.00,0.00,0.00,0.00,0.00
0.00,credit_card,0.1438,359.95,11.25,9.98,642.00,4679.96,15918.00,101.40,6.00,0.00,0.00,1.00
0.00,all_other,0.0933,287.59,9.62,13.36,717.00,3268.96,2588.00,103.50,0.00,0.00,0.00,1.00
0.00,debt_consolidation,0.1028,162.00,11.16,0.26,687.00,344.96,1169.00,48.70,0.00,0.00,0.00,0.00
0.00,debt_consolidation,0.1438,227.66,10.71,15.63,642.00,2099.96,5575.00,66.40,0.00,1.00,0.00,1.00
0.00,credit_card,0.1249,468.29,11.21,20.68,682.00,4349.96,8009.00,74.20,4.00,0.00,1.00,0.00
0.00,all_other,0.1154,98.99,11.23,18.26,672.00,2670.00,1393.00,43.50,7.00,0.00,0.00,0.00
0.00,home_improvement,0.1628,59.12,11.39,26.52,652.00,3959.96,51914.00,88.50,0.00,0.00,0.00,1.00
0.00,debt_consolidation,0.1343,186.46,10.49,16.03,652.00,2159.96,3132.00,97.90,4.00,0.00,0.00,0.00
0.00,all_other,0.1154,164.98,10.62,10.36,672.00,6839.96,15301.00,46.80,7.00,1.00,0.00,0.00
0.00,debt_consolidation,0.1596,337.32,11.10,23.27,657.00,7593.96,25348.00,91.60,1.00,0.00,0.00,0.00
0.00,small_business,0.0933,178.94,11.46,0.13,702.00,210.00,327.00,21.80,1.00,0.00,0.00,0.00
0.00,all_other,0.1028,181.44,8.52,0.00,682.00,238.96,0.00,0.00,3.00,0.00,0.00,1.00
0.00,debt_consolidation,0.1438,240.54,10.31,4.04,642.00,450.00,2288.00,53.20,2.00,0.00,0.00,1.00
0.00,debt_consolidation,0.1122,246.33,9.90,5.46,677.00,1260.00,4310.00,50.70,7.00,0.00,0.00,1.00
0.00,educational,0.1122,82.11,10.31,0.40,672.00,1590.00,174.00,9.20,7.00,1.00,0.00,0.00
0.00,credit_card,0.1438,274.90,10.99,23.86,677.00,7258.96,14301.00,60.20,4.00,0.00,0.00,1.00
0.00,debt_consolidation,0.1407,136.00,10.74,13.51,642.00,1708.96,4033.00,53.10,8.00,0.00,0.00,0.00
0.00,debt_consolidation,0.0964,192.60,11.61,15.49,707.00,5280.00,33985.00,85.00,11.00,0.00,0.00,0.00
0.00,credit_card,0.1249,16.73,9.80,19.20,657.00,5130.00,9231.00,44.00,1.00,4.00,0.00,0.00
0.00,all_other,0.1565,293.87,10.49,21.50,642.00,1830.00,3896.00,34.20,3.00,0.00,0.00,1.00
0.00,debt_consolidation,0.1280,67.20,9.90,2.58,652.00,1830.00,1123.00,23.10,4.00,2.00,0.00,1.00
0.00,debt_consolidation,0.1280,335.98,10.94,5.04,662.00,1049.96,11766.00,72.60,0.00,0.00,0.00,1.00
0.00,all_other,0.1407,239.49,10.70,14.92,652.00,3720.00,0.00,0.00,1.00,2.00,0.00,0.00
0.00,home_improvement,0.0964,385.19,10.37,1.99,707.00,2310.00,6306.00,36.70,7.00,0.00,0.00,1.00
0.00,debt_consolidation,0.1470,621.34,11.70,26.25,697.00,5909.00,130799.00,89.40,3.00,0.00,0.00,0.00
0.00,all_other,0.1407,29.08,10.24,21.26,642.00,2339.00,14479.00,78.30,2.00,0.00,0.00,0.00
0.00,debt_consolidation,0.1091,326.97,11.23,8.00,677.00,2189.96,1170.00,49.10,8.00,0.00,1.00,1.00
0.00,debt_consolidation,0.1375,272.46,9.90,13.20,652.00,1110.00,6014.00,72.50,3.00,0.00,0.00,0.00
0.00,debt_consolidation,0.1280,161.27,11.04,12.61,652.00,2609.00,9212.00,56.90,0.00,3.00,0.00,0.00
0.00,all_other,0.1312,202.52,11.00,1.02,652.00,539.00,1328.00,41.50,3.00,0.00,0.00,0.00
0.00,debt_consolidation,0.1470,324.48,11.17,21.58,657.00,2984.00,1992.00,18.30,3.00,6.00,0.00,0.00
0.00,small_business,0.1407,855.30,12.04,20.20,687.00,5774.00,216959.00,45.40,4.00,0.00,0.00,0.00
0.00,debt_consolidation,0.1375,170.29,9.68,9.45,642.00,841.00,4467.00,93.10,0.00,0.00,0.00,0.00
0.00,educational,0.0933,319.54,11.25,16.29,717.00,3480.00,2.00,0.10,16.00,0.00,0.00,0.00
0.00,all_other,0.1407,51.32,9.34,22.95,642.00,329.96,1201.00,75.10,3.00,0.00,0.00,1.00
0.00,debt_consolidation,0.1786,88.41,10.92,9.62,612.00,1230.00,1190.00,119.00,15.00,0.00,0.00,0.00
0.00,all_other,0.1375,81.74,10.99,18.51,647.00,7110.00,21899.00,69.10,4.00,2.00,0.00,0.00
0.00,small_business,0.1280,167.99,11.51,9.98,652.00,2519.96,40238.00,63.20,10.00,0.00,0.00,0.00
0.00,credit_card,0.1343,169.51,11.49,12.53,647.00,2849.96,9568.00,97.10,1.00,0.00,3.00,0.00
0.00,all_other,0.1375,170.29,10.21,1.60,642.00,450.04,1202.00,92.50,1.00,0.00,0.00,0.00
0.00,small_business,0.1280,167.99,9.90,19.02,662.00,959.00,0.00,0.00,1.00,0.00,0.00,0.00
0.00,debt_consolidation,0.1628,882.39,11.70,19.02,667.00,6390.04,121719.00,60.00,5.00,0.00,0.00,1.00
0.00,debt_consolidation,0.1312,168.76,9.62,8.72,647.00,1530.04,5183.00,46.30,1.00,1.00,0.00,1.00
0.00,small_business,0.1596,489.29,11.08,21.93,657.00,6030.04,254.00,36.30,6.00,1.00,0.00,1.00
0.00,small_business,0.1343,508.53,10.92,19.44,672.00,4860.04,15973.00,31.60,8.00,3.00,0.00,1.00
0.00,all_other,0.1343,162.73,11.13,12.11,647.00,5489.00,8174.00,76.70,12.00,0.00,1.00,0.00
0.00,educational,0.1091,326.97,10.67,4.19,682.00,630.00,58.00,7.20,1.00,0.00,0.00,1.00
0.00,all_other,0.0996,386.99,10.71,2.48,707.00,2981.04,1458.00,11.00,4.00,0.00,0.00,0.00
0.00,debt_consolidation,0.1438,206.18,9.97,18.93,642.00,570.04,1400.00,16.90,7.00,0.00,0.00,0.00
0.00,all_other,0.1438,227.66,10.71,18.32,647.00,1140.04,6367.00,80.60,0.00,0.00,0.00,0.00
0.00,all_other,0.1533,487.59,11.24,9.49,652.00,2789.00,16075.00,80.40,1.00,1.00,0.00,1.00
0.00,credit_card,0.1501,336.31,11.03,17.03,642.00,9390.00,15780.00,20.20,4.00,3.00,0.00,0.00
0.00,educational,0.1280,201.59,9.39,3.00,657.00,479.04,884.00,55.20,1.00,0.00,0.00,0.00
0.00,small_business,0.1501,520.06,10.51,4.64,657.00,7589.00,4727.00,89.20,2.00,0.00,0.00,0.00
0.00,debt_consolidation,0.1217,233.07,10.67,11.58,662.00,6221.00,2778.00,99.20,6.00,0.00,0.00,0.00
0.00,all_other,0.1154,19.80,8.52,4.80,662.00,750.04,228.00,19.00,3.00,0.00,0.00,0.00
0.00,debt_consolidation,0.1659,35.45,9.56,27.55,647.00,2819.00,7400.00,77.10,3.00,0.00,0.00,1.00
0.00,all_other,0.1438,30.93,10.28,3.10,632.00,420.04,997.00,7.30,4.00,0.00,0.00,1.00
0.00,debt_consolidation,0.1122,164.22,11.35,7.40,672.00,3360.04,2695.00,29.90,8.00,0.00,0.00,1.00
0.00,debt_consolidation,0.0996,257.99,9.90,1.50,697.00,479.04,358.00,6.00,1.00,0.00,0.00,0.00
0.00,credit_card,0.1438,137.45,9.62,16.32,647.00,1049.00,4364.00,101.50,5.00,0.00,0.00,1.00
0.00,debt_consolidation,0.1722,357.63,12.07,26.13,657.00,4949.04,69407.00,78.60,2.00,0.00,0.00,0.00
0.00,debt_consolidation,0.1280,161.27,10.02,10.29,652.00,3180.00,5070.00,72.40,3.00,1.00,0.00,0.00
0.00,debt_consolidation,0.1375,286.08,10.43,14.29,652.00,990.00,4206.00,75.10,1.00,0.00,0.00,0.00
0.00,debt_consolidation,0.1438,359.95,10.90,4.33,642.00,4529.04,21964.00,83.50,4.00,0.00,0.00,1.00
0.00,small_business,0.1312,843.80,12.43,25.03,762.00,8460.04,401941.00,20.70,1.00,0.00,0.00,1.00
0.00,all_other,0.0870,177.30,9.07,17.52,727.00,4351.00,9419.00,26.50,1.00,0.00,0.00,0.00
0.00,small_business,0.1438,412.35,11.51,11.40,647.00,7350.04,37367.00,66.50,15.00,0.00,0.00,0.00
0.00,debt_consolidation,0.1059,624.87,10.49,0.33,712.00,300.00,89.00,1.60,0.00,0.00,0.00,1.00
0.00,all_other,0.0996,51.60,9.80,10.33,682.00,2910.00,6646.00,100.70,1.00,0.00,0.00,1.00
0.00,all_other,0.1059,130.18,11.05,17.89,682.00,5279.04,21154.00,96.20,8.00,0.00,1.00,0.00
0.00,credit_card,0.0838,189.08,10.82,4.51,727.00,600.00,669.00,7.00,0.00,0.00,0.00,0.00
0.00,small_business,0.1059,650.90,11.53,2.55,707.00,1590.04,8702.00,51.70,11.00,0.00,0.00,0.00
0.00,all_other,0.1091,404.62,11.29,8.21,687.00,299.00,693.00,53.30,1.00,0.00,0.00,0.00
0.00,debt_consolidation,0.1059,325.45,10.84,0.54,687.00,397.04,704.00,44.00,4.00,0.00,0.00,0.00
0.00,all_other,0.1438,294.66,10.92,12.87,642.00,3242.00,4776.00,27.90,13.00,0.00,0.00,0.00
0.00,all_other,0.1375,340.57,11.75,1.95,657.00,5100.00,6298.00,86.30,2.00,3.00,0.00,0.00
0.00,major_purchase,0.1438,247.41,10.88,15.65,647.00,2040.04,11796.00,74.70,20.00,0.00,0.00,1.00
0.00,all_other,0.1375,170.29,10.46,1.37,642.00,212.04,1545.00,61.80,6.00,0.00,0.00,0.00
0.00,debt_consolidation,0.1249,50.18,9.66,14.23,652.00,1230.04,6312.00,60.70,4.00,0.00,0.00,0.00
0.00,major_purchase,0.1186,232.04,11.18,9.18,667.00,4110.04,0.00,0.00,18.00,0.00,0.00,0.00
0.00,debt_consolidation,0.1786,557.48,11.85,24.04,652.00,6239.04,128850.00,89.60,2.00,0.00,0.00,1.00
0.00,debt_consolidation,0.1217,59.94,10.65,1.71,657.00,3150.04,0.00,0.00,2.00,0.00,0.00,1.00
0.00,debt_consolidation,0.1059,162.73,11.15,13.31,687.00,7950.00,5521.00,55.80,5.00,0.00,1.00,1.00
0.00,debt_consolidation,0.1659,531.74,10.62,20.53,652.00,2880.00,1728.00,57.60,8.00,0.00,0.00,0.00
0.00,small_business,0.0964,770.37,11.10,0.00,742.00,1620.04,0.00,0.00,9.00,0.00,0.00,0.00
0.00,small_business,0.1280,503.97,11.00,22.44,687.00,4859.04,23.00,1.30,5.00,2.00,0.00,1.00
0.00,debt_consolidation,0.1059,325.45,10.13,10.22,687.00,2729.04,6552.00,95.00,4.00,0.00,0.00,0.00
0.00,debt_consolidation,0.1343,142.39,10.31,13.16,647.00,3660.00,2153.00,86.10,3.00,0.00,0.00,0.00
0.00,major_purchase,0.0870,158.31,10.20,0.93,717.00,300.00,157.00,5.40,1.00,0.00,0.00,0.00
0.00,home_improvement,0.1249,80.28,10.63,20.56,662.00,2070.00,18749.00,83.00,5.00,0.00,0.00,1.00
0.00,debt_consolidation,0.1438,359.95,10.83,6.69,647.00,12150.04,10155.00,35.00,1.00,2.00,0.00,0.00
0.00,debt_consolidation,0.1501,866.76,12.13,24.59,697.00,6510.00,245886.00,84.50,7.00,0.00,0.00,1.00
0.00,small_business,0.1565,349.85,11.18,28.40,692.00,4470.04,60134.00,53.00,5.00,0.00,1.00,1.00
0.00,debt_consolidation,0.1312,438.78,11.65,10.33,662.00,660.00,0.00,0.00,4.00,0.00,0.00,0.00
0.00,all_other,0.1470,138.08,10.23,22.61,642.00,1320.04,3395.00,97.00,0.00,0.00,0.00,0.00
0.00,small_business,0.1028,155.52,10.31,8.96,682.00,719.00,6893.00,15.40,27.00,0.00,0.00,0.00
0.00,all_other,0.0743,93.23,9.57,0.00,757.00,300.00,0.00,0.00,0.00,0.00,0.00,1.00
0.00,all_other,0.1091,163.49,12.48,8.30,677.00,7080.04,2053.00,2.60,25.00,0.00,0.00,1.00
0.00,debt_consolidation,0.1059,781.08,12.01,18.76,732.00,8310.00,81617.00,32.70,4.00,1.00,0.00,0.00
0.00,debt_consolidation,0.1280,302.38,9.93,26.88,742.00,3960.00,17741.00,68.20,0.00,0.00,0.00,0.00
0.00,small_business,0.1628,352.96,10.13,5.09,652.00,3659.00,14594.00,97.90,0.00,0.00,0.00,1.00
0.00,home_improvement,0.1470,276.15,10.84,19.13,647.00,240.04,289.00,28.90,15.00,0.00,0.00,1.00
0.00,debt_consolidation,0.1722,286.10,10.49,23.47,657.00,4757.00,10130.00,45.60,2.00,1.00,0.00,0.00
0.00,debt_consolidation,0.1375,102.17,10.60,16.71,642.00,1799.00,9135.00,76.80,28.00,0.00,0.00,0.00
0.00,debt_consolidation,0.1407,400.28,10.55,11.26,652.00,990.00,8963.00,99.60,2.00,0.00,0.00,0.00
0.00,debt_consolidation,0.1596,505.98,11.26,13.78,652.00,3990.00,9942.00,87.20,2.00,2.00,0.00,0.00
0.00,major_purchase,0.1186,33.15,10.65,3.42,657.00,3180.00,0.00,0.00,2.00,0.00,0.00,1.00
0.00,debt_consolidation,0.1059,325.45,11.25,16.54,692.00,4889.04,18878.00,40.30,5.00,0.00,0.00,1.00
0.00,debt_consolidation,0.1091,408.71,10.49,12.27,692.00,1770.00,12415.00,53.30,4.00,0.00,0.00,1.00
0.00,debt_consolidation,0.1533,313.45,10.60,21.90,652.00,6180.00,13025.00,28.40,3.00,0.00,0.00,0.00
0.00,debt_consolidation,0.1628,282.37,10.18,25.00,662.00,2010.04,8768.00,71.90,3.00,0.00,0.00,1.00
0.00,small_business,0.1375,851.41,12.68,22.68,732.00,8490.04,407794.00,20.80,0.00,0.00,0.00,1.00
0.00,debt_consolidation,0.1249,485.01,10.60,0.45,667.00,810.04,336.00,33.60,1.00,0.00,0.00,0.00
0.00,debt_consolidation,0.1438,675.23,11.31,21.03,672.00,5160.04,52316.00,83.70,11.00,1.00,1.00,0.00
0.00,all_other,0.1217,99.89,10.21,14.85,662.00,2820.00,0.00,0.00,31.00,0.00,1.00,0.00
0.00,all_other,0.0901,318.05,10.09,5.00,722.00,2009.04,4698.00,27.60,4.00,0.00,0.00,0.00
0.00,all_other,0.1280,167.99,10.78,27.60,712.00,5580.04,16513.00,30.90,6.00,1.00,0.00,1.00
0.00,debt_consolidation,0.1533,383.10,10.31,18.52,647.00,1110.00,4021.00,72.30,3.00,0.00,0.00,1.00
0.00,debt_consolidation,0.1343,339.02,11.41,4.78,657.00,3720.04,7455.00,93.20,1.00,2.00,0.00,0.00
0.00,debt_consolidation,0.1059,390.54,10.67,6.36,687.00,517.04,1069.00,42.80,1.00,0.00,0.00,0.00
0.00,credit_card,0.1438,97.08,10.60,28.68,692.00,4709.00,21290.00,78.00,1.00,0.00,0.00,0.00
0.00,all_other,0.1407,20.53,10.35,20.54,642.00,2369.04,14670.00,79.30,3.00,0.00,0.00,0.00
0.00,small_business,0.0996,806.22,11.36,0.00,727.00,3150.04,0.00,0.00,6.00,1.00,0.00,0.00
0.00,debt_consolidation,0.0964,188.58,9.80,16.13,707.00,502.04,466.00,46.60,0.00,0.00,0.00,1.00
0.00,all_other,0.1186,198.89,10.52,4.54,667.00,930.04,6232.00,60.50,0.00,0.00,0.00,0.00
0.00,small_business,0.1122,328.43,10.65,0.94,697.00,390.00,179.00,17.90,3.00,0.00,0.00,1.00
0.00,debt_consolidation,0.0996,25.80,8.70,0.00,682.00,480.04,0.00,0.00,1.00,0.00,0.00,0.00
0.00,all_other,0.1565,524.77,11.18,8.73,652.00,4229.04,3193.00,59.10,3.00,2.00,0.00,1.00
0.00,home_improvement,0.1280,100.80,10.78,5.20,647.00,1200.04,11587.00,67.00,11.00,0.00,0.00,0.00
0.00,debt_consolidation,0.1786,72.17,10.70,28.73,647.00,4709.00,6076.00,79.90,6.00,1.00,0.00,0.00
0.00,debt_consolidation,0.1280,503.97,12.53,17.87,672.00,6989.04,275925.00,84.80,0.00,1.00,0.00,0.00
0.00,debt_consolidation,0.1312,337.52,12.53,20.06,672.00,6989.04,275925.00,84.80,0.00,1.00,0.00,0.00
0.00,major_purchase,0.1028,518.39,11.29,0.62,712.00,630.00,1539.00,10.30,1.00,0.00,0.00,0.00
0.00,all_other,0.1059,78.11,10.03,5.70,672.00,3150.04,3613.00,103.20,1.00,1.00,0.00,0.00
0.00,all_other,0.1280,100.80,11.23,3.42,647.00,3330.00,296.00,74.00,3.00,0.00,1.00,0.00
0.00,all_other,0.1091,326.97,10.27,2.46,682.00,2609.04,1999.00,99.90,3.00,0.00,0.00,0.00
0.00,debt_consolidation,0.1438,412.35,11.31,19.49,657.00,2340.04,5191.00,48.10,14.00,0.00,0.00,1.00
0.00,debt_consolidation,0.1565,524.77,10.86,11.54,652.00,1920.04,9603.00,96.50,5.00,0.00,0.00,0.00
0.00,debt_consolidation,0.1059,237.58,11.08,12.54,682.00,2370.04,1367.00,6.90,9.00,0.00,0.00,1.00
0.00,all_other,0.1438,46.39,11.00,21.34,642.00,5880.00,25254.00,53.10,24.00,0.00,0.00,0.00
0.00,small_business,0.1122,591.18,12.27,11.61,692.00,1470.00,921.00,14.60,16.00,0.00,0.00,0.00
0.00,all_other,0.1091,19.62,9.62,11.68,692.00,480.04,441.00,73.50,0.00,0.00,0.00,0.00
0.00,educational,0.1154,49.50,8.99,11.10,662.00,1049.00,0.00,0.00,2.00,0.00,0.00,0.00
0.00,credit_card,0.0996,515.98,11.29,16.29,717.00,2640.04,28095.00,32.80,7.00,0.00,0.00,0.00
0.00,educational,0.0933,31.96,9.88,0.92,692.00,360.00,362.00,25.90,0.00,0.00,0.00,0.00
0.00,debt_consolidation,0.1312,270.02,10.18,11.32,657.00,1410.00,3919.00,37.70,15.00,0.00,0.00,0.00
0.00,credit_card,0.1059,390.54,12.27,11.78,692.00,1470.00,921.00,14.60,16.00,0.00,0.00,0.00
0.00,home_improvement,0.1786,902.06,12.77,17.64,657.00,4230.04,44827.00,80.40,14.00,0.00,0.00,1.00
0.00,debt_consolidation,0.1438,515.44,10.49,26.53,697.00,2310.04,13764.00,75.20,5.00,0.00,0.00,0.00
0.00,debt_consolidation,0.1470,276.15,10.87,18.52,647.00,3699.00,20383.00,67.90,2.00,0.00,0.00,0.00
0.00,educational,0.1375,495.52,11.34,19.10,662.00,6660.04,26710.00,102.70,3.00,0.00,0.00,0.00
0.00,small_business,0.1754,748.08,11.14,14.71,652.00,5099.00,4668.00,55.60,2.00,1.00,0.00,1.00
0.00,all_other,0.1343,27.13,10.17,0.00,637.00,540.04,0.00,0.00,2.00,0.00,0.00,1.00
0.00,debt_consolidation,0.1501,277.37,10.92,28.43,697.00,4079.04,38057.00,96.80,3.00,0.00,0.00,0.00
0.00,all_other,0.1659,106.35,9.39,17.10,632.00,1199.04,7587.00,97.30,0.00,0.00,0.00,1.00
0.00,credit_card,0.1122,472.94,11.41,15.00,687.00,1950.04,11220.00,72.40,4.00,0.00,0.00,0.00
0.00,debt_consolidation,0.1565,349.85,10.18,29.41,692.00,3450.04,10565.00,56.80,2.00,0.00,0.00,0.00
0.00,all_other,0.1312,202.52,11.55,6.95,652.00,3510.04,1189.00,79.30,0.00,0.00,0.00,0.00
0.00,all_other,0.1122,229.91,11.59,21.97,692.00,6629.04,7258.00,42.70,7.00,0.00,0.00,1.00
0.00,all_other,0.1154,527.93,12.03,6.23,682.00,5250.04,16161.00,78.10,4.00,0.00,0.00,1.00
0.00,all_other,0.1407,342.12,10.74,25.91,697.00,3839.04,14554.00,52.00,3.00,0.00,0.00,0.00
0.00,debt_consolidation,0.1628,564.73,10.92,7.96,652.00,3929.00,13614.00,70.90,3.00,0.00,0.00,0.00
0.00,all_other,0.1249,83.63,11.46,16.19,657.00,5070.00,16027.00,64.60,5.00,0.00,0.00,0.00
0.00,all_other,0.0996,54.02,8.88,17.33,687.00,540.04,2469.00,29.70,1.00,0.00,0.00,1.00
0.00,small_business,0.1312,810.05,11.00,25.08,757.00,9182.04,53461.00,50.80,0.00,0.00,0.00,0.00
0.00,all_other,0.0901,254.44,10.78,8.30,717.00,870.04,0.00,0.00,1.00,0.00,0.00,0.00
0.00,educational,0.1501,495.79,10.31,12.76,657.00,3270.00,5830.00,64.10,1.00,0.00,0.00,1.00
0.00,small_business,0.0964,240.74,11.18,15.72,712.00,4950.04,3943.00,43.80,4.00,0.00,0.00,1.00
0.00,debt_consolidation,0.1691,154.90,10.37,27.15,652.00,3450.04,2012.00,100.60,0.00,0.00,0.00,0.00
0.00,debt_consolidation,0.1343,508.53,11.00,2.16,662.00,3360.04,3286.00,84.30,6.00,0.00,0.00,1.00
0.00,debt_consolidation,0.1501,350.17,10.56,21.81,657.00,3180.04,7897.00,75.20,3.00,0.00,0.00,1.00
0.00,debt_consolidation,0.1438,254.29,10.49,26.08,682.00,3180.04,204.00,4.60,11.00,0.00,0.00,1.00
0.00,credit_card,0.1122,246.33,10.37,6.62,677.00,452.04,0.00,0.00,0.00,0.00,0.00,0.00
0.00,debt_consolidation,0.1722,661.61,10.55,9.76,642.00,3690.00,8731.00,38.10,0.00,0.00,0.00,0.00
0.00,small_business,0.1059,325.45,10.82,13.90,697.00,6090.04,4115.00,11.60,5.00,0.00,0.00,1.00
0.00,small_business,0.0870,316.61,10.49,0.60,727.00,570.04,596.00,29.80,0.00,0.00,0.00,0.00
0.00,debt_consolidation,0.1741,622.13,10.82,16.92,647.00,5490.00,4693.00,28.80,8.00,0.00,1.00,1.00
0.00,home_improvement,0.1425,274.40,10.92,15.53,652.00,8699.00,19457.00,51.10,0.00,2.00,0.00,1.00
0.00,all_other,0.1709,24.99,9.94,28.42,662.00,1208.04,1878.00,22.60,3.00,0.00,0.00,0.00
0.00,debt_consolidation,0.1362,81.59,10.77,15.53,647.00,1470.00,1233.00,35.20,1.00,0.00,0.00,0.00
0.00,debt_consolidation,0.0838,315.12,10.59,5.67,737.00,2925.00,4545.00,18.90,4.00,0.00,0.00,0.00
